"","Age","Gender","Weight..kg.","Height..m.","Max_BPM","Avg_BPM","Resting_BPM","Session_Duration..hours.","Calories_Burned","Workout_Type","Fat_Percentage","Water_Intake..liters.","Workout_Frequency..days.week.","Experience_Level","BMI","Daily.meals.frequency","Physical.exercise","Carbs","Proteins","Fats","Calories","meal_name","meal_type","diet_type","sugar_g","sodium_mg","cholesterol_mg","serving_size_g","cooking_method","prep_time_min","cook_time_min","rating","Name.of.Exercise","Sets","Reps","Benefit","Burns.Calories..per.30.min.","Target.Muscle.Group","Equipment.Needed","Difficulty.Level","Body.Part","Type.of.Muscle","Workout","BMI_calc","cal_from_macros","pct_carbs","protein_per_kg","pct_HRR","pct_maxHR","cal_balance","lean_mass_kg","expected_burn","Burns.Calories..per.30.min._bc","Burns_Calories_Bin"
"3989",54.95,"Male","62.95","1.86",198.21,144.27,52.82,1.36,980.83,"Yoga",20.7341764891417,2.91,4.05,2,18.2,3.01,-0.03,153.94,61.56,40.82,1814,"Other","Lunch","Keto",18.14,85.81,52.67,206.76,"Steamed",11.82,14.98,3.78,"Dips",5.01,21.98,"Improves shoulder mobility and posture",359.5,"Triceps","Bench or Step","Beginner","Shoulders","Lower","Concentration curls",18.1957451728524,1229.38,0.500870357415933,0.977918983320095,0.628997867803838,0.727864386257,833.17,49.8978359000853,977.84,1.07642320259226e+20,"High"
"3990",42.94,"Male","94.16","1.79",186.65,156.86,62.03,1.3,1290.51,"Strength",25.9466183253296,3.39,1.99,1,29.39,2.99,0.01,262.95,104.06,69.93,2401,"Other","Dinner","Vegetarian",19.04,1442.17,235.72,399.53,"Roasted",46.35,93.38,3.59,"Inverted Rows",3.99,17.03,"Improves shoulder mobility and posture",335.87,"Biceps, Forearms","Dumbbells or Barbell","Intermediate","Legs","Lower Chest","Face pulls",29.3873474610655,2097.41,0.501475629466819,1.10514018691589,0.760953298025999,0.840396463969997,1110.49,69.7286641848696,873.262,61772602035623378944,"Low"
"3991",40.78,"Male","76.64","1.79",171.93,131.77,55.99,1.41,1520.26,"Strength",20.719746787674,2,3.97,1,23.92,2.99,-0.01,292.12,116.35,77.89,2150,"Other","Snack","Keto",22.57,789.2,90.41,389.16,"Raw",6.08,37.83,4.85,"Step-ups",4.01,22.18,"Builds chest strength",332.4,"Core, Shoulders, Legs","Wall","Advanced","Chest","Quads","Donkey kicks",23.9193533285478,2334.89,0.500443275700354,1.51813674321503,0.653613938243919,0.766416564881056,629.74,60.7603860619266,937.368,5.6749236160087e+19,"Low"
"3992",58.86,"Female","89.56","1.62",197.54,124.86,59.08,1.43,1886.03,"HIIT",35,3.61,3,1,34.13,2.99,-0.02,190.22,76.44,50.81,2276,"Other","Snack","Vegetarian",42.72,422.11,156.65,169.28,"Roasted",32.05,21.29,2.41,"Bulgarian Split Squats",5,20.05,"Improves shoulder health and posture",338.55,"Core, Lower Back","Cable Machine or Resistance Band","Advanced","Back","Quads","Bent-over lateral raises",34.1258954427679,1523.93,0.49928802504052,0.853506029477445,0.475083056478405,0.632074516553609,389.97,58.214,968.253,65915376531201425418,"Medium"
"3993",20.93,"Male","76.25","1.65",179.63,153.94,62.03,1.14,820.8,"Yoga",29.2097647423608,1.69,2.96,2,28.01,4.02,-0.01,270.07,108.14,72.55,2013,"Other","Breakfast","Vegetarian",12.4,1300.76,7.7,407.66,"Boiled",36.21,19.8,2.76,"Thrusters",4,16.07,"Improves balance and coordination",349.68,"Calves","Wall","Advanced","Chest","Triceps","Pull-ups",28.0073461891644,2165.79,0.498792588385762,1.41822950819672,0.781547619047619,0.856983800033402,1192.2,53.9775543839499,797.2704,85847922379088838656,"High"
"3994",40.49,"Female","62.4","1.53",196.88,143.04,73,1.93,1505.4,"Yoga",24.5669714745036,2.7,5,3,26.66,3.98,3.02,364.26,145.62,97.04,1880,"Other","Dinner","Low-Carb",27.62,2341.28,216.41,294.21,"Baked",23.2,59.07,4.18,"Pull-ups",4.98,22.96,"Strengthens triceps and chest",356.5,"Shoulders, Upper Back","Step or Box","Intermediate","Back","Quads","Standing calf raises",26.6564141996668,2912.88,0.500205981708824,2.33365384615385,0.56538585728124,0.726533929297034,374.6,47.0702097999098,1376.09,1.0052026124827e+20,"High"
"3995",57.06,"Male","83.86","1.65",172.32,166.09,66.99,1.57,1627.78,"Cardio",28.9403945328448,3.51,4.01,2,30.8,2.99,0.01,197.62,79.71,52.52,2283,"Other","Lunch","Vegetarian",14.55,1239.13,105.79,162.48,"Roasted",46.2,58.76,2.31,"Deadlift",5,16.98,"Improves flexibility",339.85,"Biceps, Forearms","Step or Box","Beginner","Back","Quads","Fat grip dumbbell curl",30.8025711662075,1582,0.499671302149178,0.95051275936084,0.940852558625273,0.963846332404828,655.22,59.5905851447563,1067.129,68011343625461620736,"Medium"
"3996",49.66,"Male","72.96","1.55",183.18,144.95,73.94,0.89,783.91,"Cardio",31.7900877845858,2.11,2.99,1,30.37,2.02,1.02,192.11,77.49,51.5,1821,"Other","Lunch","Balanced",4.53,1847.84,241.03,484.75,"Raw",51.82,52.34,3.79,"Calf Raises",3.99,22.95,"Improves posture and strengthens upper back",344.25,"Rear Deltoids, Upper Back","Resistance Band or Cable Machine","Intermediate","Back","Triceps","Decline cable crossovers",30.3683662851197,1541.9,0.498372138270964,1.06208881578947,0.650036616623947,0.79129817665684,1037.09,49.7659519523662,612.765,75546128364185518080,"Medium"
"3997",18.5,"Male","66.89","1.75",169.77,121.99,60.79,0.94,825.7,"Cardio",24.3078590865715,1.71,2.01,1,21.84,2,-0.02,203.09,80.94,54.12,1747,"Other","Lunch","Vegetarian",1.02,1737.65,46.31,299.18,"Grilled",28.24,12.14,3.32,"Dips",3.98,15.06,"Targets lower abs",367.35,"Core","Wall","Beginner","Forearms","Middle","Preacher curls",21.8416326530612,1623.2,0.500468210941351,1.2100463447451,0.561570930445953,0.718560405254167,921.3,50.6304730569923,690.618,1.28416124502262e+20,"Very High"
"3998",46.99,"Male","43.05","1.62",179.25,131.64,63.88,0.51,449.21,"Cardio",19.3151234762539,2.28,2.97,1,16.4,4.01,1.99,349.76,139.43,92.93,1409,"Other","Snack","Vegan",48.58,629.27,94.57,212.71,"Steamed",25.35,12.55,2.43,"Burpees",5.01,21.01,"Improves unilateral leg strength and balance",329.09,"Full Body, Core, Shoulders","Box or Platform","Advanced","Back","Lower","Decline cable crossovers",16.4037494284408,2793.13,0.500886102687666,3.23879210220674,0.587327728178903,0.73439330543933,959.79,34.7348393434727,335.6718,52295412603184168960,"Low"
"3999",24.1,"Male","87.19","1.74",187.37,157.75,67.04,1.57,1635.31,"Cardio",30.3672622242062,3.5,4.03,3,28.8,3.02,0.03,298.38,119.93,79.9,2192,"Other","Snack","Keto",22.85,2464.03,203.7,108.41,"Fried",52.82,22.52,2.33,"Flutter Kicks",4.01,16.96,"Improves hip power and cardiovascular fitness",359.71,"Glutes, Hamstrings, Core","Pull-up Bar","Intermediate","Legs","Anterior","Incline cable crossovers",28.7983881622407,2392.34,0.49889229791752,1.3755017777268,0.753843596775534,0.841917062496664,556.69,60.7127840667146,1129.4894,1.08157050909849e+20,"High"
"4000",18.7,"Female","46.24","1.63",184.1,127.35,62.99,1.36,1303.42,"Cardio",20.7692992327097,1.59,3.97,1,17.4,3,0,173.93,69.53,46.39,1470,"Other","Snack","Keto",5.16,647.29,293.95,369.85,"Boiled",20.11,64.42,3.5,"Shoulder Press",4.02,16.98,"Improves back strength and posture",333.18,"Upper Chest, Triceps","Pull-up Bar","Intermediate","Back","Lower","Dumbbell front raises",17.4037412021529,1391.35,0.500032342688756,1.50367647058824,0.531417719428619,0.691743617599131,166.58,36.636276034795,906.2496,5.7846012172752e+19,"Low"
"4001",18.05,"Male","67.22","1.57",192.74,127.18,62.81,1.08,1168.34,"Strength",30.1693752621573,2.2,3.01,2,27.27,1.99,0.97,317.98,126.45,84.45,1931,"Other","Breakfast","Vegetarian",6.42,1168.83,74.06,190.23,"Roasted",11.43,27.81,1.71,"Bicep Curls",4.01,21.05,"Isolates and strengthens triceps",343.4,"Quadriceps","None or Dumbbells","Advanced","Legs","Lateral","Close-grip bench press",27.2708832001298,2537.77,0.501195931861437,1.88113656649807,0.495420611098284,0.659852651240012,762.66,46.9401459487778,741.744,74035949726418518016,"Medium"
"4002",39.14,"Male","49.74","1.61",167.04,127.4,50.06,1.17,1029.6,"Cardio",19.7922222868811,2.5,1.99,1,19.19,2.99,0,192.44,76.6,51.01,1222,"Other","Dinner","Keto",49.75,733.77,292.81,414,"Grilled",19.15,25.56,1.57,"Kettlebell Swings",4.01,16.11,"Isolates and strengthens triceps",328.06,"Legs, Core","Resistance Band or Cable Machine","Intermediate","Back","Wrist Extensors","Decline cable crossovers",19.1890744955827,1535.25,0.501390652988113,1.54000804181745,0.661138656180544,0.762691570881226,192.4,39.8953486345053,767.6604,50973591434571317258,"Low"
"4003",55.13,"Female","70.24","1.61",166.53,161.94,67.88,0.55,484,"Cardio",29.5108422651931,1.8,3.02,1,27.1,3,-0.02,215.97,87.38,58.22,1779,"Other","Lunch","Balanced",10.47,2349.6,24.43,439.17,"Boiled",26.39,33.21,2.38,"Box Jumps",4.99,24.93,"Builds explosive power",345.93,"Quadriceps, Calves, Glutes","Wall","Advanced","Shoulders","Lats","Plate pinch",27.0977199953705,1737.38,0.49723146346798,1.24402050113895,0.953471870248353,0.972437398666907,1295,49.5115843929284,380.523,7.8610699769091e+19,"Medium"
"4004",19.44,"Male","82.55","1.96",173.49,168.76,62.23,1.89,2702.7,"HIIT",23.9734803667461,3.52,4.99,3,21.49,3.01,0,181.41,71.89,47.86,2261,"Other","Dinner","Low-Carb",30.27,74.32,210.23,238.56,"Steamed",10.16,116.57,2.88,"Superman",4,24.02,"Builds unilateral leg strength and balance",358.04,"Upper Back, Rear Deltoids","Parallel Bars or Chair","Advanced","Abs","Lateral","Decline dumbbell flyes",21.4884423157018,1443.94,0.502541656855548,0.870866141732283,0.957486967463599,0.972736180759698,-441.7,62.7598919572511,1353.3912,1.04122779363514e+20,"High"
"4005",52.25,"Male","116.6","1.69",198.68,147.31,51.04,0.52,342.58,"Yoga",35,2.4,1.99,1,40.82,1.99,0.02,234.48,94.24,62.85,3092,"Other","Snack","Keto",35.33,2096.98,300.2,416.79,"Grilled",23.38,94.71,3.81,"Glute Bridges",3.98,17.06,"Improves flexibility",359.52,"Core, Lower Back","None or Dumbbells","Advanced","Legs","Upper","Leg press",40.8249010888974,1880.53,0.498753011119206,0.808233276157804,0.652059062584665,0.741443527280048,2749.42,75.79,373.9008,1.07691249393108e+20,"High"
"4006",18,"Male","67.13","1.75",170.26,122.26,61.1,0.93,919.86,"Strength",25.7840014007158,1.7,1.99,1,21.92,2.01,0,203.1,81.71,54.62,1849,"Other","Lunch","Vegan",1.19,1694.34,49.58,296.42,"Fried",28.43,12.64,3.33,"Reverse Lunges",4.01,14.94,"Improves cardiovascular fitness",366.78,"Shoulders, Triceps","Step or Box","Advanced","Forearms","Posterior","Bent-over rows",21.92,1630.82,0.498154302743405,1.21719052584537,0.560278490289483,0.718078233290262,929.14,49.8211998596995,682.2108,1.26797331637984e+20,"Very High"
"4007",33.8,"Male","110.42","1.86",187.78,138.99,61.87,1.43,1728.73,"HIIT",34.6246342767955,3.59,2,1,31.92,3.01,0.01,234.81,93.77,62.54,3077,"Other","Lunch","Paleo",23.54,2419.02,260.28,468.51,"Roasted",25.92,80.77,1.99,"Inverted Rows",4.01,19.92,"Improves balance and leg strength",356.64,"Lower Abs, Hip Flexors","None or Dumbbell","Beginner","Forearms","Middle","Seated cable rows",31.9169846224997,1877.18,0.500346264076967,0.849212099257381,0.612500992772615,0.740174672489083,1348.27,72.1874788315624,1019.9904,1.00843177817823e+20,"High"
"4008",25.12,"Male","43","1.62",195.83,161.27,64.9,1.04,748.18,"Yoga",19.5748594374297,1.81,4.02,1,16.38,3,4.01,390.15,156.65,104.44,1464,"Other","Dinner","Low-Carb",26.18,2405.01,44.01,148.3,"Roasted",52.55,30.16,1.98,"Flutter Kicks",4.99,22.95,"Improves shoulder health and posture",334.83,"Glutes, Hamstrings, Core","Resistance Band","Beginner","Back","Posterior","Bent-over lateral raises",16.3846974546563,3127.16,0.499047058673045,3.64302325581395,0.736042159932789,0.82352040034724,715.82,34.5828104419052,696.4464,60227622323415302144,"Low"
"4009",31.98,"Female","125.79","1.83",197.78,146.54,62.26,1.09,1045.53,"Cardio",35,2.1,3,1,37.56,3.02,0.01,307.43,123.44,81.69,3372,"Other","Dinner","Low-Carb",44.83,135.2,182.18,286.84,"Baked",7.43,54.11,2.21,"Plyo Squats",5.02,17.93,"Builds unilateral leg strength and balance",362.36,"Legs, Shoulders, Core","Box or Platform","Beginner","Shoulders","Lower Chest","Cable crossovers",37.5615873869032,2458.69,0.500152520244521,0.981318069798871,0.621900826446281,0.740924259277986,2326.47,81.7635,789.9448,1.14840654319181e+20,"Very High"
"4010",25.98,"Male","70.85","1.5",181.55,141.78,53.86,1.15,755.55,"Yoga",32.782803065952,2.61,2.05,1,31.49,2.98,0.03,217.49,87.19,57.68,1850,"Other","Breakfast","Balanced",5,2155.15,114.77,236.84,"Steamed",38.07,113.03,4.91,"Bulgarian Split Squats",4.99,21.02,"Improves unilateral leg strength and balance",367.82,"Core, Shoulders, Legs","Step or Box","Intermediate","Back","Lower","Bent-over lateral raises",31.4888888888889,1737.84,0.500598444045482,1.23062808750882,0.688542564022241,0.780941889286698,1094.45,47.623384027773,845.986,1.29764538144834e+20,"Very High"
"4011",45,"Female","78.3","1.96",166.01,166.84,62.03,1.29,1560.9,"HIIT",27.2709873791533,2.19,3,1,20.38,4.01,-0.02,221.46,88.26,58.93,2094,"Other","Snack","Vegetarian",16.83,1947.03,128.73,116.84,"Baked",8.97,64.48,3.26,"Lunges",4.01,21.01,"Full body workout",354.28,"Back, Hamstrings, Glutes","Cable Machine","Beginner","Chest","Lower","Decline cable crossovers",20.3821324448147,1769.25,0.50068673166596,1.1272030651341,1.00798230428929,1.00499969881332,533.1,56.946816882123,914.0424,95519659327690702858,"High"
"4012",58.33,"Male","75.2","1.78",160.83,139.91,63.09,1.05,1132.11,"Strength",23.9869163329494,2.5,3.98,1,23.73,2.99,-0.01,154.16,62.23,41.3,1901,"Other","Snack","Keto",-0.53,2451.37,195.66,458.37,"Fried",22,105.73,1.88,"Prone Cobras",3.98,21.87,"Improves flexibility",348.47,"Full Body, Core, Shoulders","Bench or Sturdy Surface","Beginner","Abs","Quads","Wrist extension",23.7343769726045,1237.26,0.498391607261206,0.827526595744681,0.785962758338449,0.869924765280109,768.89,57.1618389176221,731.787,83451331766650273792,"Medium"
"4013",59.05,"Female","50.02","1.95",188.01,167.4,54.97,1.08,1306.8,"HIIT",16.2431650915824,3.4,3.01,1,13.15,3,0.03,205.66,81.68,54.99,1225,"Other","Lunch","Keto",49.56,2416.4,110.28,136.89,"Raw",49.2,45.67,1.79,"Tricep Extensions",4.98,15.85,"Improves shoulder mobility and posture",330.77,"Full Body","Resistance Band or Cable Machine","Intermediate","Abs","Lateral","Barbell rows",13.1545036160421,1644.27,0.500307127174977,1.63294682127149,0.845084185207457,0.890378171373863,-81.8,41.8951688211905,714.4632,54516022957304274944,"Low"
"4014",50.97,"Male","87.95","1.62",163.01,132.54,72.29,1.56,1621.15,"Cardio",35,3.49,3.97,2,33.51,4,0.98,280.14,112.27,75,2374,"Other","Dinner","Vegetarian",33.32,1397.7,54.78,219.33,"Boiled",20.84,18.08,3.01,"Zottman Curls",4.99,18.11,"Strengthens back and improves posture",354.13,"Shoulders","Dumbbells","Advanced","Forearms","Wrist Extensors","Hanging leg raises",33.5124218869075,2244.64,0.49921590990092,1.27652075042638,0.66413139329806,0.813078952211521,752.85,57.1675,1104.8856,95189801256154873866,"High"
"4015",59.22,"Female","121.67","1.9",177.76,152.96,50.71,0.65,573.56,"Cardio",35,3.11,3,1,33.7,2.01,0.01,174.73,69.99,47.05,3354,"Other","Snack","Balanced",47.38,1986.64,227.62,363.44,"Fried",49.06,57.15,2.8,"Windshield Wipers",4.99,20.93,"Full body workout",341.3,"Quadriceps, Glutes","Box or Platform","Intermediate","Legs","Lats","Russian twists",33.7036011080332,1402.33,0.498399092938181,0.575244513848936,0.804801259346714,0.860486048604861,2780.44,79.0855,443.69,70417977479564460032,"Medium"
"4016",47.66,"Male","72.86","1.83",194.36,130.88,71.13,1.05,756.63,"Yoga",25.7905686766769,2.8,3.98,2,21.76,3.02,-0.02,229.78,91.97,61.6,2147,"Other","Snack","Balanced",32.69,1075.22,117.74,499.55,"Boiled",46.01,34.9,1.51,"Step-ups",4.01,19.96,"Improves coordination and cardiovascular health",359.87,"Rear Deltoids, Upper Back","Resistance Band or Cable Machine","Intermediate","Back","Quads","Wrist curl",21.7563976231001,1841.4,0.499141957206473,1.26228383200659,0.484865698287754,0.673389586334637,1390.37,54.0689916621732,755.727,1.0855067578204e+20,"High"
"4017",18.68,"Male","64.79","1.63",196.75,132.01,57.12,1.87,1949.29,"Cardio",23.6709997147278,2.7,5,3,24.39,2.01,-0.03,297.5,119.8,78.84,1931,"Other","Dinner","Low-Carb",15.82,1534.24,292.78,373.37,"Baked",56.94,53.16,3.77,"Rows",4,16.92,"Improves balance and leg strength",344.69,"Shoulders, Triceps","Low Bar or TRX","Advanced","Chest","Lats","Bicycle crunches",24.3855621212692,2378.76,0.50026063999731,1.84905077944127,0.536346057437513,0.670952986022872,-18.29,49.4535592848278,1289.1406,76338438512678141952,"Medium"
"4018",34.75,"Male","69.37","1.79",185.05,125.34,62.84,1.09,1044.66,"Cardio",20.3892524519402,2.31,3.02,1,21.65,3.01,-0.02,299.56,119.83,79.86,1940,"Other","Breakfast","Low-Carb",50.02,1018.35,208.13,242.85,"Baked",17.05,71.76,2.22,"Glute Bridges",5.01,17.07,"Improves hip power and cardiovascular fitness",349.56,"Biceps, Forearms","Low Bar or TRX","Beginner","Chest","Wrist Flexors","Bird dog",21.6503854436503,2396.3,0.500037557901765,1.72740377684878,0.51141477784142,0.677330451229397,895.34,55.2259755740891,762.0408,85607575320484233216,"High"
"4019",25.32,"Male","65.04","1.77",160.04,141.43,58.16,0.89,783.2,"Cardio",23.5618198592278,2.62,3.02,1,20.76,4,-0.02,287.98,115.09,77.15,1611,"Other","Dinner","Paleo",25.12,226.69,173.94,113.38,"Baked",28.03,82.97,1.23,"Seated Rows",5.01,17.09,"Builds lower body power and endurance",350.7,"Triceps","Parallel Bars or Chair","Advanced","Arms","Posterior","Leg extensions",20.7603179163076,2306.63,0.499395221600343,1.76952644526445,0.817334118570868,0.883716570857286,827.8,49.7153923635582,624.246,87914909891899359232,"High"
"4020",45.8,"Male","61.04","1.71",181.42,152.32,61.02,1.67,2389.94,"HIIT",21.9442194797271,2.71,3.98,3,20.87,1.98,0.03,178.4,71.64,47.65,1765,"Other","Breakfast","Balanced",42.98,2495.97,108.68,144.68,"Boiled",12.02,82.52,3.48,"Incline Push-ups",5.02,16.9,"Builds back strength",338.75,"Shoulders, Upper Back","Dumbbells","Beginner","Back","Lower Chest","Leg press",20.8747990834787,1429.01,0.499366694424812,1.17365661861075,0.758305647840532,0.839598721199427,-624.94,47.6452484295746,1131.425,66234094163945734144,"Medium"
"4021",40.26,"Male","82.6","1.74",165.98,132.87,58.15,0.9,792.72,"Cardio",28.2722749030012,2.7,2,1,27.28,2,0.01,241.59,96.01,64.04,2477,"Other","Snack","Low-Carb",48.98,2195.15,143.32,419.47,"Roasted",36.27,20.07,4.32,"Plyo Squats",4.98,16.08,"Improves balance and leg strength",365.09,"Lower Abs, Hip Flexors","Resistance Band or Cable Machine","Advanced","Shoulders","Quads","Triceps dips",27.2823358435725,1926.76,0.501546637879134,1.16234866828087,0.692942594825188,0.800518134715026,1684.28,59.247100930121,657.162,1.22102558169868e+20,"Very High"
"4022",56.24,"Male","48.7","1.87",164.98,156.1,51.05,0.68,449.62,"Yoga",17.9639149835518,3.29,3,1,13.93,2.99,-0.02,220.65,87.83,58.56,1335,"Other","Dinner","Vegetarian",24.05,1421.23,251.39,400.14,"Fried",56.04,58.47,3.19,"Bench Press",4,20.01,"Builds back strength",336,"Lower Abs","Bench or Step","Beginner","Arms","Anterior","Hammer curls",13.9266207212102,1760.96,0.501203888787934,1.80349075975359,0.92205740366892,0.946175293975027,885.38,39.9515734030103,456.96,61968149746092441600,"Low"
"4023",55.91,"Male","82.6","1.87",186.74,123.89,73.89,1.51,1180.52,"Yoga",23.0179929533999,3.49,5.01,3,23.62,2.99,-0.03,245.68,99.12,66.22,2167,"Other","Snack","Low-Carb",21.13,920.42,276.35,291.97,"Boiled",16.3,42.04,3.52,"Thrusters",4,23.83,"Strengthens back and improves posture",346.97,"Core, Shoulders, Hips","Resistance Band","Intermediate","Forearms","Lower Chest","Barbell rows",23.6209213875146,1975.18,0.497534401927925,1.2,0.443066016836509,0.663435793081289,986.48,63.5871378204917,1047.8494,80562032715666554880,"Medium"
"4024",35.96,"Female","110.27","1.77",191.13,155.96,73.66,1.19,1182.38,"Strength",34.6249993653358,3.4,2.01,1,35.2,2.99,0.03,307.13,122.04,82.08,2669,"Other","Breakfast","Paleo",46.76,1980.98,253.05,168.16,"Baked",20.04,63.5,2.8,"Reverse Lunges",3.99,22.98,"Targets lower chest",369.43,"Core, Shoulders, Hips","Box or Platform","Intermediate","Shoulders","Wrist Extensors","Skull crushers",35.1974209199144,2455.4,0.500333957807282,1.1067380067108,0.700604409636503,0.81598911735468,1486.62,72.0890131998442,879.2434,1.34478276301886e+20,"Very High"
"4025",51.5,"Female","70.31","1.69",165.48,135.09,64.86,1.37,1208.89,"Cardio",25.5079917538239,2.21,3,1,24.62,2.98,-0.02,207.76,83.42,55.56,1986,"Other","Snack","Low-Carb",39.91,999.19,159.11,222.43,"Steamed",59.71,79.32,4.02,"Dead Bugs",4,15.98,"Builds chest strength",337.68,"Core, Obliques","Dumbbells","Intermediate","Chest","Wrist Flexors","Romanian deadlifts",24.6174853821645,1664.76,0.499195079170571,1.18645996302091,0.697972570065593,0.816352429296592,777.11,52.3753309978864,925.2432,64544567957937922058,"Medium"
"4026",35.74,"Male","87.69","1.71",184.74,160.07,72.96,1.88,2202.98,"Strength",27.6624537713406,3.5,4.98,3,29.99,4.01,-0.01,217.52,86.9,58.06,2449,"Other","Breakfast","Vegan",23.35,1923.44,57.89,345.82,"Steamed",15.69,7.29,1.23,"Incline Push-ups",5.01,16.05,"Builds unilateral leg strength",346.03,"Core, Shoulders, Legs","Bench or Chair","Beginner","Abs","Triceps","Barbell curls",29.9887144762491,1740.22,0.499982760800359,0.990990990990991,0.779298622293791,0.866460972177114,246.02,63.4327942879114,1301.0728,7.8796507203771e+19,"Medium"
